id_anonyme,type_repondant,sexe,serie_bac,famille_bac,note_malagasy,note_francais,note_langue_vivante,note_hg,note_philosophie,note_mathematiques,note_spc,note_svt,note_ses,score_scientifique_dur,score_scientifique_naturel,score_litteraire,score_economique,moyenne_generale,mention_diplome,matiere_mathematiques,matiere_physique,matiere_informatique,matiere_svt,matiere_francais,matiere_malagasy,matiere_hg,matiere_ses,matiere_arts,matiere_autre,competence_logique,competence_programmation,competence_expression,competence_manuelle,competence_relationnelle,competence_creativite,competence_organisation,competence_esprit_critique,competence_autre,interet_technologie,interet_science,interet_art,interet_sante,interet_entrepreneuriat,interet_environnement,interet_social,interet_sport,interet_autre,experience_projet_prog,experience_stage,experience_association,experience_projet_perso,metier_vise,environnement,prerequis_bases_algo,prerequis_anglais,prerequis_maths_avancees,parcours_choisi,niveau_actuel,annee_fin_etudes,metier_exerce,anciennete_metier,satisfaction,referait_choix,commentaire_retrospectif
rep_synth_0312,professionnel,femme,a2,litteraire,15,18,17,19,14,8,,,,,,16.6,,5,4,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,responsable_restauration,relationnel,0,1,0,teh,,2016,technicien_laboratoire,4,2,non,
rep_synth_0153,etudiant,femme,d,scientifique,8,12,11,10,12,12,12,17,,12.0,17.0,10.6,,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,technicien_laboratoire,terrain,0,1,0,icmp,m2,0,,,4,oui,
rep_synth_0345,professionnel,homme,s,scientifique,4,6,18,7,10,12,11,11,,11.5,11.0,9.0,,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,chef_de_projet,bureau,1,1,0,iggia,,2012,consultant,104,4,oui,
rep_synth_0340,professionnel,homme,a1,litteraire,16,15,17,15,15,6,,,,,,15.6,,4,3,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,juriste,bureau,0,1,0,dtja,,2021,juriste,38,4,oui,
rep_synth_0230,etudiant,homme,ose,economique,12,13,14,16,11,14,,,20,,,13.2,16.7,4,3,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,chef_de_projet,bureau,1,1,1,iggia,m2,0,,,5,oui,
rep_synth_0003,etudiant,femme,a2,litteraire,16,16,10,13,11,11,,,,,,13.2,,3,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,ecoguide,relationnel,0,1,0,tee,l3,0,,,4,oui,
rep_synth_0156,etudiant,homme,d,scientifique,9,11,12,13,5,19,13,17,,16.0,17.0,10.0,,3,2,1,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,chef_de_projet_multimedia,bureau,1,0,0,imticia,l2,0,,,5,oui,
rep_synth_0124,etudiant,homme,d,scientifique,14,11,8,8,12,12,12,15,,12.0,15.0,10.6,,2,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,ingenieur_genie_civil,terrain,1,1,0,gca,m1,0,,,5,oui,
rep_synth_0304,professionnel,homme,a1,litteraire,14,14,20,14,15,12,,,,,,15.4,,4,3,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,assistant_juridique,bureau,1,1,0,dtja,,2019,assistant_juridique,55,4,oui,
rep_synth_0021,etudiant,homme,a1,litteraire,18,15,18,16,16,7,,,,,,16.6,,5,4,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,assistant_juridique,relationnel,0,1,0,dtja,l3,0,,,4,oui,
rep_synth_0149,etudiant,femme,a1,litteraire,15,17,18,16,14,9,,,,,,16.0,,4,3,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,commercial_export,relationnel,0,1,1,caa,l1,0,,,5,oui,
rep_synth_0379,professionnel,femme,d,scientifique,13,14,8,9,11,13,18,17,,15.5,17.0,11.0,,3,2,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,ingenieur_electronique,bureau,1,1,0,esii,,2017,ingenieur_electronique,92,5,oui,
rep_synth_0108,etudiant,homme,c,scientifique,8,9,12,8,15,17,18,12,,17.5,12.0,10.4,,3,2,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,chef_de_projet_multimedia,bureau,1,1,0,imticia,l2,0,,,5,oui,
rep_synth_0074,etudiant,homme,c,scientifique,9,5,15,17,5,19,18,10,,18.5,10.0,10.2,,3,2,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,data_scientist,bureau,1,1,1,esii,l1,0,,,5,oui,
rep_synth_0218,etudiant,homme,a1,litteraire,20,19,16,13,16,13,,,,,,16.8,,5,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,responsable_restauration,relationnel,0,1,0,teh,l2,0,,,5,oui,
rep_synth_0347,professionnel,homme,c,scientifique,8,12,18,14,12,16,15,10,,15.5,10.0,12.8,,3,2,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,comptable,relationnel,0,1,1,fic,,2017,comptable,80,4,oui,
rep_synth_0249,etudiant,homme,ose,economique,7,13,15,11,19,13,,,14,,,13.0,12.7,3,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,commercial_export,bureau,0,1,1,caa,l2,0,,,5,oui,
rep_synth_0386,professionnel,femme,c,scientifique,9,15,19,12,8,20,18,7,,19.0,7.0,12.6,,4,3,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,chef_de_projet_multimedia,bureau,1,1,1,imticia,,2012,developpeur_web,100,5,oui,
rep_synth_0224,etudiant,femme,s,scientifique,7,16,14,13,16,15,18,12,,16.5,12.0,13.2,,4,3,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,conducteur_travaux,recherche,1,1,1,gca,m1,0,,,4,oui,
rep_synth_0094,etudiant,homme,l,litteraire,13,16,14,11,15,9,,,,,,13.8,,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,juriste,relationnel,0,1,0,dtja,l1,0,,,4,oui,
rep_synth_0261,professionnel,homme,d,scientifique,14,17,9,12,10,17,11,17,,14.0,17.0,12.4,,3,2,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,chef_de_projet_multimedia,bureau,1,0,1,imticia,,2010,chef_de_projet_multimedia,117,5,oui,
rep_synth_0221,etudiant,homme,l,litteraire,14,13,13,18,11,9,,,,,,13.8,,3,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,ecoguide,bureau,0,0,0,dtja,l1,0,,,2,oui,
rep_synth_0027,etudiant,femme,d,scientifique,11,12,3,9,3,14,13,15,,13.5,15.0,7.6,,2,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,chef_de_projet,recherche,1,1,1,iggia,m2,0,,,5,oui,
rep_synth_0183,etudiant,femme,d,scientifique,10,5,7,12,9,19,17,15,,18.0,15.0,8.6,,2,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,technicien_superieur,terrain,1,1,1,emii,l3,0,,,5,oui,
rep_synth_0175,etudiant,homme,c,scientifique,4,13,13,13,7,18,15,11,,16.5,11.0,10.0,,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,ingenieur_genie_civil,terrain,1,1,1,gca,m2,0,,,5,oui,
rep_synth_0323,professionnel,homme,c,scientifique,9,13,14,10,4,20,13,13,,16.5,13.0,10.0,,3,2,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,developpeur_web,recherche,1,1,1,imticia,,2012,chef_de_projet_multimedia,159,5,oui,
rep_synth_0112,etudiant,homme,s,scientifique,6,13,12,13,8,18,14,11,,16.0,11.0,10.4,,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,controleur_qualite,recherche,1,1,1,emii,l2,0,,,5,oui,
rep_synth_0090,etudiant,femme,d,scientifique,7,14,10,11,14,14,11,15,,12.5,15.0,11.2,,3,2,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,technicien_laboratoire,terrain,0,0,1,icmp,m1,0,,,4,oui,
rep_synth_0052,etudiant,femme,a2,litteraire,13,20,12,17,12,6,,,,,,14.8,,3,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,responsable_restauration,relationnel,0,1,0,teh,l3,0,,,5,oui,
rep_synth_0109,etudiant,homme,d,scientifique,8,8,10,12,8,12,11,15,,11.5,15.0,9.2,,2,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,developpeur,bureau,1,1,0,esii,m1,0,,,5,oui,
rep_synth_0165,etudiant,femme,a1,litteraire,14,19,15,12,16,11,,,,,,15.2,,4,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,responsable_restauration,terrain,0,1,1,teh,m1,0,,,5,oui,
rep_synth_0332,professionnel,femme,c,scientifique,11,8,7,16,12,16,16,18,,16.0,18.0,10.8,,3,2,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,technicien_agroalimentaire,terrain,0,1,1,iaa,,2013,technicien_agroalimentaire,138,5,oui,
rep_synth_0234,etudiant,homme,s,scientifique,8,13,12,16,8,20,17,10,,18.5,10.0,11.4,,3,2,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,chef_de_projet,recherche,1,0,1,esii,l3,0,,,5,oui,
rep_synth_0079,etudiant,femme,c,scientifique,12,16,7,10,12,16,18,11,,17.0,11.0,11.4,,3,2,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,ingenieur_ml,bureau,1,0,1,isaia,l3,0,,,5,oui,
rep_synth_0198,etudiant,homme,ose,economique,12,14,15,13,11,16,,,16,,,13.0,15.0,4,3,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,responsable_restauration,terrain,0,1,0,teh,l3,0,,,4,oui,
rep_synth_0344,professionnel,homme,d,scientifique,9,7,10,13,13,8,16,15,,12.0,15.0,10.4,,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,developpeur,bureau,1,1,1,esii,,2018,ingenieur_electronique,69,4,oui,
rep_synth_0046,etudiant,homme,c,scientifique,9,6,11,9,17,14,16,13,,15.0,13.0,10.4,,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,technicien_production_vegetale,terrain,0,1,1,pip,l2,0,,,5,oui,
rep_synth_0348,professionnel,homme,s,scientifique,7,9,10,13,10,17,13,14,,15.0,14.0,9.8,,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,developpeur_web,bureau,1,1,1,imticia,,2008,chef_de_projet_multimedia,188,5,oui,
rep_synth_0200,etudiant,homme,l,litteraire,9,12,17,15,17,14,,,,,,14.0,,4,3,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,developpeur,relationnel,0,1,1,dtja,m1,0,,,2,non,
rep_synth_0185,etudiant,femme,a2,litteraire,14,14,19,14,12,9,,,,,,14.6,,4,3,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,charge_affaires,relationnel,1,1,0,dtja,m2,0,,,4,oui,
rep_synth_0105,etudiant,homme,ose,economique,10,16,12,9,9,11,,,20,,,11.2,13.3,3,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,charge_etudes,bureau,0,0,0,emp,l3,0,,,4,oui,
rep_synth_0319,professionnel,homme,s,scientifique,10,13,5,17,14,12,12,12,,12.0,12.0,11.8,,2,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,technicien_superieur,bureau,1,0,0,emii,,2008,technicien_superieur,162,5,oui,
rep_synth_0029,etudiant,homme,d,scientifique,8,7,10,11,11,13,17,17,,15.0,17.0,9.4,,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,technicien_superieur,bureau,1,0,1,emii,m2,0,,,5,oui,
rep_synth_0099,etudiant,homme,s,scientifique,8,11,9,8,13,19,15,8,,17.0,8.0,9.8,,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,developpeur,recherche,1,1,1,esii,l1,0,,,5,oui,
rep_synth_0316,professionnel,femme,d,scientifique,16,12,9,10,14,15,12,16,,13.5,16.0,12.2,,3,2,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,chef_de_projet,recherche,1,0,1,iggia,,2020,developpeur,65,5,non,
rep_synth_0010,etudiant,femme,s,scientifique,15,13,13,10,13,20,15,14,,17.5,14.0,12.8,,4,3,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,developpeur_web,recherche,1,1,1,imticia,l1,0,,,5,oui,
rep_synth_0219,etudiant,femme,a1,litteraire,15,18,17,12,14,9,,,,,,15.2,,4,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,directeur_hotel,relationnel,0,1,0,teh,m1,0,,,5,oui,
rep_synth_0391,professionnel,homme,s,scientifique,7,13,10,10,12,16,15,11,,15.5,11.0,10.4,,2,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,commercial_export,recherche,1,1,1,iggia,,2015,developpeur,127,5,oui,
rep_synth_0060,etudiant,femme,c,scientifique,11,8,11,13,7,18,17,11,,17.5,11.0,10.0,,3,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,technicien_superieur,bureau,0,1,1,fic,m2,0,,,4,oui,
rep_synth_0050,etudiant,femme,l,litteraire,11,20,14,12,16,12,,,,,,14.6,,4,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,directeur_hotel,relationnel,0,1,0,teh,m2,0,,,4,oui,
rep_synth_0266,professionnel,homme,d,scientifique,5,11,8,11,12,11,12,19,,11.5,19.0,9.4,,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,gestionnaire_tourisme,laboratoire,0,1,0,aee,,2016,agronome,78,5,oui,
rep_synth_0024,etudiant,femme,d,scientifique,10,6,12,8,7,9,15,18,,12.0,18.0,8.6,,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,ingenieur_electronique,recherche,0,1,0,pip,l2,0,,,4,oui,
rep_synth_0223,etudiant,femme,s,scientifique,10,7,9,15,9,16,17,16,,16.5,16.0,10.0,,3,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,technicien_agroalimentaire,laboratoire,0,0,0,iaa,l3,0,,,5,oui,
rep_synth_0220,etudiant,homme,d,scientifique,11,14,11,18,9,12,11,16,,11.5,16.0,12.6,,3,2,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,technicien_superieur,terrain,1,1,0,emii,m1,0,,,5,oui,
rep_synth_0203,etudiant,femme,a1,litteraire,17,15,15,13,16,8,,,,,,15.2,,4,3,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,ecoguide,relationnel,1,1,0,tee,m2,0,,,5,oui,
rep_synth_0253,etudiant,femme,d,scientifique,10,16,16,12,8,16,13,17,,14.5,17.0,12.4,,4,3,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,developpeur_web,recherche,1,1,1,imticia,l3,0,,,5,oui,
rep_synth_0122,etudiant,femme,s,scientifique,15,10,11,9,14,19,15,10,,17.0,10.0,11.8,,3,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,comptable,bureau,0,1,1,fic,l2,0,,,4,oui,
rep_synth_0382,professionnel,homme,c,scientifique,8,4,12,17,7,16,15,12,,15.5,12.0,9.6,,2,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,horticulteur,laboratoire,1,1,1,pip,,2015,developpeur,57,3,oui,
rep_synth_0011,etudiant,femme,d,scientifique,14,12,8,15,2,15,19,20,,17.0,20.0,10.2,,3,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,controleur_qualite,terrain,0,1,1,iaa,m1,0,,,5,oui,
rep_synth_0188,etudiant,femme,c,scientifique,7,12,10,4,15,15,18,12,,16.5,12.0,9.6,,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,ingenieur_materiaux,bureau,0,1,0,icmp,m1,0,,,5,oui,
rep_synth_0022,etudiant,homme,s,scientifique,8,8,9,12,7,20,12,10,,16.0,10.0,8.8,,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,ingenieur_ml,bureau,1,1,1,isaia,m1,0,,,5,oui,
rep_synth_0341,professionnel,femme,c,scientifique,12,14,9,10,14,14,16,12,,15.0,12.0,11.8,,3,2,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,environnementaliste,recherche,0,1,1,aee,,2015,environnementaliste,108,5,non,
rep_synth_0275,professionnel,femme,ose,economique,12,14,14,11,7,19,,,20,,,11.6,16.7,4,3,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,consultant,bureau,1,1,1,iggia,,2018,consultant,69,5,oui,
rep_synth_0267,professionnel,femme,s,scientifique,5,12,13,11,7,15,18,12,,16.5,12.0,9.6,,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,ingenieur_materiaux,bureau,0,1,1,icmp,,2018,ingenieur_materiaux,90,4,non,
rep_synth_0067,etudiant,homme,s,scientifique,9,9,11,12,9,15,14,14,,14.5,14.0,10.0,,2,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,technicien_laboratoire,recherche,0,0,1,icmp,l3,0,,,4,oui,
rep_synth_0151,etudiant,femme,d,scientifique,5,19,15,12,13,12,14,17,,13.0,17.0,12.8,,3,2,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,technicien_agroalimentaire,terrain,1,1,1,iaa,m1,0,,,5,non,
rep_synth_0019,etudiant,homme,d,scientifique,6,9,14,15,11,15,12,18,,13.5,18.0,11.0,,3,2,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,developpeur,bureau,1,1,1,isaia,l3,0,,,5,oui,
rep_synth_0131,etudiant,homme,a1,litteraire,14,15,18,15,16,13,,,,,,15.6,,5,4,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,assistant_juridique,bureau,0,1,0,dtja,l2,0,,,4,oui,
rep_synth_0048,etudiant,femme,d,scientifique,7,10,14,14,9,15,16,17,,15.5,17.0,10.8,,3,2,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,developpeur,recherche,1,1,1,isaia,l1,0,,,5,oui,
rep_synth_0362,professionnel,femme,a2,litteraire,13,13,15,13,15,8,,,,,,13.8,,3,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,assistant_juridique,bureau,0,1,0,dtja,,2020,ingenieur_maintenance,4,2,non,
rep_synth_0215,etudiant,femme,d,scientifique,11,4,9,13,13,14,14,18,,14.0,18.0,10.0,,3,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,environnementaliste,recherche,1,1,1,aee,l1,0,,,4,oui,
rep_synth_0173,etudiant,femme,s,scientifique,9,12,6,11,11,19,15,9,,17.0,9.0,9.8,,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,developpeur,recherche,1,1,1,iggia,l3,0,,,5,oui,
rep_synth_0395,professionnel,homme,c,scientifique,10,7,12,13,10,16,16,9,,16.0,9.0,10.4,,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,horticulteur,terrain,0,1,1,pip,,2017,technicien_production_vegetale,97,4,oui,
rep_synth_0141,etudiant,homme,ose,economique,18,12,10,11,14,14,,,17,,,13.0,14.0,4,3,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,gestionnaire_tourisme,relationnel,1,1,1,tee,l1,0,,,4,oui,
rep_synth_0232,etudiant,femme,s,scientifique,11,15,13,9,12,16,20,12,,18.0,12.0,12.0,,4,3,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ingenieur_maintenance,bureau,1,1,1,emii,l3,0,,,5,oui,
rep_synth_0123,etudiant,femme,c,scientifique,10,11,19,12,5,20,16,12,,18.0,12.0,11.4,,3,2,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,ingenieur_maintenance,bureau,1,1,1,emii,m2,0,,,5,oui,
rep_synth_0038,etudiant,homme,s,scientifique,13,18,10,11,5,17,15,15,,16.0,15.0,11.4,,3,2,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,economiste,bureau,1,1,1,imticia,m1,0,,,5,oui,
rep_synth_0076,etudiant,homme,c,scientifique,11,12,7,10,10,19,14,15,,16.5,15.0,10.0,,3,2,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,conducteur_travaux,bureau,1,1,1,gca,m1,0,,,5,oui,
rep_synth_0259,etudiant,homme,a1,litteraire,15,17,14,17,16,9,,,,,,15.8,,4,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,directeur_hotel,relationnel,0,1,1,teh,l1,0,,,4,oui,
rep_synth_0309,professionnel,femme,c,scientifique,10,10,4,15,11,19,14,9,,16.5,9.0,10.0,,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,ingenieur_genie_civil,terrain,1,1,1,gca,,2008,conducteur_travaux,189,5,oui,
rep_synth_0311,professionnel,femme,s,scientifique,7,10,9,9,11,14,17,16,,15.5,16.0,9.2,,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,analyste_financier,laboratoire,1,1,1,iaa,,2017,controleur_qualite,88,5,oui,
rep_synth_0111,etudiant,homme,d,scientifique,8,12,12,4,14,17,10,16,,13.5,16.0,10.0,,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,environnementaliste,bureau,1,1,1,isaia,m1,0,,,5,oui,
rep_synth_0081,etudiant,homme,d,scientifique,15,10,7,13,7,13,14,14,,13.5,14.0,10.4,,2,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,technicien_laboratoire,bureau,0,1,1,icmp,l3,0,,,4,non,
rep_synth_0088,etudiant,homme,s,scientifique,8,8,13,11,11,13,17,14,,15.0,14.0,10.2,,2,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,technicien_superieur,laboratoire,0,1,0,aee,l2,0,,,4,oui,
rep_synth_0100,etudiant,femme,ose,economique,17,17,10,14,11,12,,,16,,,13.8,14.0,4,3,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,directeur_hotel,relationnel,0,1,0,teh,m1,0,,,4,oui,
rep_synth_0209,etudiant,homme,s,scientifique,9,9,13,6,11,13,13,11,,13.0,11.0,9.6,,2,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,comptable,bureau,0,0,0,fic,m1,0,,,4,oui,
